fin_security_f
1.095191
-.2176725
-1.046968
-1.437472
-.6282524
.5815032
.7657181
.7549953
-.848564
-.6117598
.217414
.7690437
-.1366395
-.2614261
-.5019728
-1.534341
-.1205517
-.6188212
.5682285
-1.357914
-1.328631
-1.324588
-.4483478
-.6150073
-1.109187
-.965261
-.8611715
-.7237755
-.6901644
.2837399
1.571708
.4308272
-.0323202
.8896878
-.5697468
-.0016923
.7482703
-1.629875
.8551811
-.4006934
-.0586295
1.551401
1.225561
.5503502
-.2367677
-1.480927
.7389159
1.190338
.6167812
.2647501
-.6660643
-.0469496
-.2325178
2.71584
2.474391
1.965623
-.0807858
