health_conditions_f
.1631621
1.551068
1.293625
1.237825
1.487338
-.7690665
-1.224517
-1.709049
-.9553624
1.779841
1.818511
.3567908
.012698
2.128278
.6230535
1.084132
-.0565309
-.6548343
-.1801024
-2.184723
.0258129
1.220596
.8697231
-.5535225
-1.656124
-.1568624
.471968
-.1168502
-1.071446
-1.735755
-.2824095
-1.620991
-1.517188
.3213944
.7297426
-.6266929
-1.157708
-.2110867
-.3790278
-.0719248
.9348859
-.5309345
.2373104
-.2321849
.1016828
1.187881
1.151927
.7078881
-.8787897
.0399418
.7316455
-.2825103
-.0239051
-.0673163
.030593
-.9446732
-.4472255
