anger
-.8264846
-.8243785
-.6497361
-.1474158
-.4987644
-.2156888
-.1861007
.8701785
.321571
.4617695
-.2213162
-.3525806
-.8844849
-1.133827
-1.403813
-1.509005
-.0568613
-.4593787
-.2312176
1.522147
.1214205
.682008
-1.076712
.2461532
.7903842
-.3357833
-1.095718
-1.616598
-1.638442
-1.081254
.1049723
1.541755
.3265928
.8510966
.4926395
.2355156
.5209367
-.1618096
-.1465781
.0849665
-.2122617
.046335
.4703403
.3458672
.6073442
.4228111
-.0783118
.0445846
-.0115622
-.3952552
-.4806997
-.7458078
-.8913347
-.2397984
.3988925
1.06135
.9673495
