stress
-2.169277
-1.265147
.9164103
-.6080519
-.3082975
-.624496
-.7151628
.1513395
.9932911
4.514122
2.322184
-.3451155
.3697385
.5047009
.7368976
-.0977366
-.5792078
-.8294608
-1.395188
-.2336388
2.457479
2.858351
3.615664
-.8596427
-1.021112
-1.829236
.0998775
.0772995
-.2346983
-.3702574
.4746142
.6697982
.2814404
2.693779
1.736994
-.1077432
.1300673
-.2594528
.2921312
-.6044613
-.271678
-.5657203
-1.205377
-.1254673
1.749205
1.672491
.5520401
.2248121
-.4770751
-.0146126
-1.108374
-.4755405
.5029051
-1.614112
1.50289
1.28123
2.323588
