family_life_f
-.6857916
-1.601046
-1.065338
.0215239
-1.655993
-2.368372
-1.541787
.2436781
.5790384
1.585322
1.033236
.3426859
.2528881
.5869334
-.1280629
.098111
-1.024469
-1.269205
.0895932
1.023794
.7080903
1.299789
.4649124
-.0306053
-.3421773
-.5367171
.6689165
-.9462096
-.0401673
-.7539829
-.0044696
1.668489
1.315186
1.654768
1.768079
.9814834
.6883211
.0609156
.7143756
-.1329502
-1.08711
-1.022603
-.3780816
.5111718
.4310457
.4015702
.9804548
-.8102487
.1822123
.0674832
.0655579
-2.051072
-1.740756
-.9867391
-.4882808
1.470092
.7325182
