health_conditions_f
-1.053994
.3666406
2.385175
1.818296
-.5031911
-.0991118
-.8572939
-2.041881
1.717493
1.200582
1.600737
.3369229
.9170984
1.923247
1.084909
.8178846
.1400681
-.270079
-1.141922
-1.678694
-.5484018
1.42769
.7112522
.0446922
-1.409085
.5832366
.5247864
.2907224
-.1662004
-.7574173
-.0881168
-2.226542
-.8536786
.772482
.273603
-.2076704
-.9401381
-.2332551
-.3015689
.7177464
-.69205
-.1138636
-.7067904
-.9854187
-.8998118
.315429
.8456563
-.4334009
-.9185675
.348572
.1388151
1.192459
-.935288
-.0764116
.0355471
-1.330779
-.0611184
