anger
.3292596
.4704083
-.6368896
.0318209
.2074436
-.5263157
.122921
1.972398
-.2078965
-.0240372
-.2564205
.9024538
-.0969314
-.4314546
-1.62654
-1.635835
-.685918
-.2661214
-.1007857
-.3224129
.1975899
.6207467
.5987837
-.7765306
-.2381387
-1.10975
-1.104493
-.8232726
-1.160543
-1.449836
-.298877
.520461
.4018686
.8001921
.1018795
.8818643
.1934805
-.0284456
-.6820846
.398849
-1.248612
-.5523948
-.1100285
.0354806
-.2514291
.7233058
-.4282345
.8215891
.9793988
.0126206
-.3317769
-.7575247
-.3723845
.0087123
.3973458
.3796648
.161378
