summer_leisure_f
-.5583346
-.6980525
1.013021
.6246545
1.026009
1.888997
1.542081
.3426583
-.7482488
-.5122753
-.8153015
-.2471874
-.1619148
-.1813941
1.134404
1.182471
1.250139
2.261615
1.114381
-.1932967
-.1415911
-.8461425
-1.259954
-.9602167
-1.045556
-.6006755
1.192749
.2403656
1.183393
1.59261
.3603494
-.5059764
-.9511703
-1.299178
-1.086529
-.7076998
-.5280668
-.2500376
1.053802
-.1060777
.8073735
1.212703
.5094976
-.5640555
-1.807932
-1.753791
-1.247111
-1.015199
-.8938451
-.3270224
.5695857
-.1389549
.9443876
1.119368
.3385159
-.8069058
-1.545438
