worry
1.18427
.2144495
.0454099
.4317005
-.164498
.0201145
.3658539
.7551748
.8114125
1.812451
1.167738
1.01188
.565369
.4526785
-.8841143
-1.357545
-.848748
-1.018072
-.7129409
.2864972
1.531033
.7540004
1.446476
.8017286
.3639762
-.2777719
-.5033866
-.6823851
-.3320502
-.9014807
-.5719745
.1465415
.8377085
.2688885
.029438
.3913892
1.021295
.5451679
-.0005704
-.3776771
-.1639556
-.4185359
.080942
.0673549
1.531134
.6552678
.3265232
.6049848
.1509845
.1920628
.2440391
-.8749045
-.1763633
.3745288
.0993675
.4410701
1.346072
