summer_leisure_f
-.8862115
-.7400717
-.0756342
.109047
.8439475
1.732901
1.910148
1.018272
-.2788996
-.9052718
-1.181371
-.5194613
-.795369
-.7448713
.2500684
.4804966
1.107032
1.874528
1.591364
.9116688
-.1822667
-.8665879
-.9425181
-.8145305
-1.039093
-.8873631
-.2478936
-.197543
.6079975
1.489626
1.428641
.7477018
-.2140931
-1.056846
-1.163206
-.7713912
-.9527435
-1.096141
-.4522659
-.1260052
.760808
1.455099
1.343788
.6100823
-.6449261
-1.221607
-1.345422
-.9490312
-1.206246
-1.260997
-.7230611
-.1742946
.6460274
1.223269
1.777115
.9756538
-.232048
