family_life_f
-1.600004
-1.240089
-.7305964
-2.205827
-.9395849
-.2737996
-.2033354
.3386785
.8228432
.3275501
-.2156898
-.3440759
.1073389
.3473048
-.8267041
-2.061967
-1.283378
-.1676788
-.0774409
2.599763
-.5523229
1.92794
-.4932142
-.1961054
-.1939352
-.0774398
.7922098
-.846719
-.1003574
-.4719071
.3562826
2.048891
.933678
2.000524
1.381512
.0486024
.5553293
.0864789
-.0874957
-1.223531
-1.337347
-1.252994
-.8494135
1.199098
.131584
1.729286
.7346054
-.0646901
.7566046
.7679432
-.0299589
-.0939602
.1223635
-.6394863
-.7335284
.7747852
.5233805
