family_stress_f
-.4384001
.0141465
-.4968605
-2.008014
.416343
-.2549363
.3008298
.7268499
-.4912895
-1.177962
-.1624477
-.0316195
.3653734
-1.330013
-.3834153
-.0893533
-.5582585
1.385862
1.233765
2.038911
-1.31294
.0615311
-.2310877
-1.216637
.0223211
-1.714728
.1107006
1.22321
-1.544988
2.25444
.7604365
1.495155
.7506762
-.4281255
-.9720092
-.5824518
-.1041606
.3665953
-.6209142
-.9700626
-.2595551
.9560058
.6343764
1.378113
.6114341
-.7486615
-.4501165
-.3888595
.2904542
-1.108519
-1.018861
-.6411025
.4239104
.5575121
3.07376
.4864866
-.2028497
