laugh
-2.06784
-1.320934
.0652579
-1.440149
-.26318
.6265044
-.3948954
-2.499009
-.7463888
-1.494737
-.8022755
-1.268611
-1.361261
-.9991314
-.2405029
-.440212
-.9246323
-1.030985
-.0674869
1.767227
-1.148045
-1.12561
.6761377
-1.951552
-.8905763
.3027342
1.356656
-.6969615
.6919313
.6583992
-.213246
.4230919
.0271732
1.494487
1.453733
-.0505852
.5240993
-.6989595
2.139889
1.217395
.5863224
.1820218
.8114705
1.018636
.2244049
1.369462
.6834606
-.0408708
.0357684
1.226783
.3156306
.5097435
1.492884
.7475572
.6402354
1.525985
1.663554
