happiness
-2.167302
-.4726004
-.776567
-1.340734
-.2855884
-.6059053
-1.165106
-.9818214
-.6594415
-.8032469
-.5502645
-.6463341
-.2846085
-.1786145
.907809
1.192211
.812483
.629961
1.50592
1.427667
-.7298992
-.0387047
-.5348412
.4051444
1.493541
1.008365
1.185153
.9122661
.5993859
.7235983
.6396842
1.024303
.088775
.5895373
.4468192
-.264255
-.5948508
-.3273785
.4686592
-.157994
.0600587
.354654
-.0914411
.4371086
-.0113124
.262967
.0041688
-.5092333
.4359832
.3252011
.1252813
.9193148
.1970532
.1219673
.6081382
.8675783
.2372875
