sadness
1.734845
.9463777
-.4302362
-1.648284
.9813314
.6564364
.5253284
.7625534
.8300385
.9658428
.6951205
1.877671
.6750699
.1294519
-.5717989
-.2680713
-.620109
-1.414226
-.6476907
-1.935541
-.4944731
.0362586
2.207605
4.221375
2.492934
1.083731
-.619765
.5666055
-.5857361
-.6367
-.0257836
.4493341
1.073516
-.3650399
.5644562
2.173099
.9022376
1.128426
-.8355624
.0219516
1.744477
-.0680147
-.6326796
-1.302135
-.3957964
-.1650803
.8706782
.5214375
-.430948
-.1633207
-.936321
-.7796622
-.6222087
-1.475319
-2.131597
-2.002635
-.6534535
