family_life_f
-.5674876
-1.429919
.0862036
-1.550418
-.6450437
-1.229704
-1.180127
-.2052931
.1624862
.7290661
1.015471
-.0939206
.8269343
-.1022652
.1571258
-.5774391
-.7236283
-.2428442
-.1336583
1.182529
1.762229
.8031329
-.0609702
-.207632
.3693323
.0350184
-.1245876
-.3361257
.884593
.5727803
.4604614
1.983883
1.951823
2.07237
2.069281
1.001116
1.620319
.3942548
.8747669
-.3280417
-.3299851
-.0687282
-.6184816
-.47193
-.3359837
-.6217067
-.7247835
-.9273816
-.7903138
-1.2437
-1.795941
-1.502274
-1.558593
-1.449941
-.5834297
.5649903
1.182109
