learn
-1.399856
.1902125
.208388
.0939994
-.0067133
-.437997
-1.616765
-.9797381
1.123641
.6376259
-.0992775
-.0716341
-.5178678
.709217
1.59414
1.52873
1.548864
.1387243
-.1006166
1.478366
1.278844
.976233
-1.30781
-.5465961
-1.144818
-.7537716
1.062344
.9767448
.6123098
.2424463
.1190918
-.2088967
1.098486
2.241358
1.544497
-.4073734
-1.491686
-.3856922
.422408
.7730926
-.1237768
.2924498
-.9075364
.7241576
.8116969
2.805565
1.172809
.1677904
-.8407878
.5224582
1.258039
.5572187
1.128332
-.4837209
-.2585578
.7424545
1.548757
