personal_security_f
-.0988867
.2291895
-.4726262
.0151196
.3437083
-.0980167
1.078912
-.3443655
-.7694998
-1.631023
.2264935
-.5889701
-.3638764
-.3873781
.0139375
.1319362
-1.107925
-1.343817
1.24054
-.5002658
-.8495743
-.6616279
-.8712955
5.018835
2.560813
1.275435
.8684639
.1438401
-.7682254
-.013564
.8322546
-.0999431
-1.487096
-.3813866
-.1360403
-.7937237
-.7362273
-.8542203
-.3552738
-.7369251
.2103488
.3224565
-.0185789
.3061747
-.7043074
.3796012
-.0105144
.6236742
.5183038
-.2448777
-.1949419
-.0893723
-.4105394
.860195
.7618694
.276363
-.1135593
