worry
-.4256926
.2284518
.460191
-.1634763
-.0229606
.30382
.2948137
1.504043
.4359004
2.133086
.8831774
1.167007
.3896377
.8931838
-.3074099
-.1146646
.2969705
-.3236199
.2546227
.6233762
1.433527
.661202
1.457595
.3395281
.0150478
-.0892474
-1.15064
-.9047506
-.6116928
-.5674003
-.9778479
.449043
.2747743
1.057528
-.373381
.5033193
.6581532
.355065
-.8380271
-.2385255
-.6449871
-.4975575
-.4962178
.4782437
.8471101
.1189943
.6990893
.0282674
-.3948741
.7947974
.5761664
-.7020673
-.1112509
.2683176
.627326
.5080597
1.046855
