fin_security_f
1.138996
-.7899941
-.3903724
-.31642
-.7402676
.1811768
1.09931
1.2619
-1.099373
-.7869589
-.3698012
.1142031
-.2030984
-1.084581
-1.255671
-1.367373
-1.039473
.6722525
-.4235929
-.9840122
-1.241508
-1.457501
-.6267276
-.5769343
-.4867684
-1.244152
-.9835365
-.6154128
-.7947538
.2165509
.4011559
.1090798
-1.010702
-.7464195
-.4894698
.3263252
.6653342
-.4713441
.2104836
.2782165
-.579062
1.195845
2.501562
1.210069
-.5589485
.3371113
1.000273
1.715522
1.273638
.4760076
.4512983
-.0023409
.6862799
2.11725
2.425222
1.574165
-.9026583
