fin_security_f
.1129446
-.3929825
-1.584797
-.7905082
-.1061919
.9792057
2.031642
.460045
-1.569242
-1.110507
-.6374727
.1427077
-.7527682
-1.029271
-1.639147
-.9873321
-.6564182
.3894177
.655437
-.5347687
-1.455199
-1.360464
.2320577
-.0459959
-.1397639
-1.010103
-1.217725
-.6999743
-.6608216
.8185098
1.06219
-.1988256
-1.013798
-.1261635
-.5361996
1.216759
.5218281
-.6409906
-.4315625
.0815635
.3322506
1.262758
2.463929
.7228655
-.5033256
.2068062
.3611784
2.187138
1.308715
-.0704195
-.1046925
.5247968
.1712481
2.22385
1.556708
.6102944
-.6294139
