learn
-1.45156
-.3849402
.6097112
.4309855
-.3109638
-.6521724
-.7607262
-.6785321
.0315532
-.4349039
.8180596
-.0667916
-.0449329
-.3766659
1.721534
.7484396
1.180237
-.1736888
-.3208034
1.141142
1.787199
1.254858
.6401772
-.8389328
-1.023282
.1965238
1.329187
.0322427
1.058883
-.1969507
-.0295726
-.1217579
1.221897
2.290146
1.671909
.6112596
-1.218487
-1.065977
1.074823
-.0354979
.5184135
.6390653
-.6613092
1.392705
.2118202
1.253114
1.012946
.28501
-.7706692
-.7412382
.200252
1.704715
1.387401
.2440651
-.0819094
1.330084
.6519054
