health_conditions_f
-.6349339
1.672246
-.0022767
.8005737
-.4007244
-.2748689
-1.430108
-2.77095
.4597626
.5954702
1.993616
.3275625
-.6705866
2.241581
.5307412
1.093128
-.0750525
.2221285
-.6780184
-1.126402
-.4936191
1.169894
1.065326
-.6086012
-1.039945
-.3099448
.2000723
-.655268
-1.425926
-.7635283
-.4201384
-.7186158
-.0147901
.8075835
.7158589
-.4046059
.0756902
.7366784
.7648969
.6297125
-.9164035
-.5038068
-.0157565
-2.104715
.7100517
1.390902
1.181846
.2233218
-.9686542
1.017234
1.100989
1.111371
-.2686948
-.3347118
-1.268129
-1.504132
-.0343285
