healthy_habits_f
1.238498
-.361555
-.3571528
-.1936231
-.9827716
-.0251267
.8534142
-.6726984
-1.820669
-2.279813
-1.627122
-.4770257
.9658265
.1857253
.430312
-.1762074
.4243407
.5023882
1.095508
.3433273
-2.180449
-2.19229
-1.2684
-.5424905
2.099981
.9710631
.7787356
.2722837
-.1902909
.8404155
1.104598
.4197567
-.6439099
-.8155421
-.357404
-.5350387
2.620627
1.330325
1.359907
.9871673
-.2584127
.9028835
.0768362
.105161
-.5561873
-1.011549
-.1604775
-.372191
.2353573
.0495686
.5579234
.1347626
-.0837265
.0781539
.5554337
.0376502
-1.415806
