worry
-.7609244
.3103057
.1043761
.2212621
.7483132
-.1112031
.768537
.3136753
.8774887
1.722535
1.385888
1.203957
.9577552
.4062382
-.1415606
-.4828271
.1526991
-.322433
-.8080364
-.0531978
.4813124
1.209521
2.175111
1.453792
.6143575
.0334145
-.3145538
.4053207
-.746345
-1.18059
-.5444888
.8988026
.7945045
.3043247
.2570619
.3685241
1.391373
1.260213
.1842595
-.2715652
-.2949868
-.2039925
-.6943815
-.5026339
.7453309
.688214
.3233145
.1651392
-.4752291
.3250516
-.5262222
-.2213396
-.9997289
.2070864
-1.119385
-.826602
1.253167
