healthy_habits_f
1.968781
.2067615
-.5611751
-.417625
.3286817
.3660124
1.702707
-.3198679
-1.413347
-1.996135
-1.846096
-.0092146
2.296661
.3519188
1.069987
.0737752
-.1392258
.0285321
.2026173
-.2048433
-1.35931
-2.055018
-1.027004
-1.362905
.8728015
1.512621
.8144041
.5820408
-.0377559
.9701305
1.591281
.5238589
.440983
-1.276737
-.6095198
-.7010902
1.218835
.4585796
-.0344215
-.541653
-1.249603
.248912
.3305049
-.0941601
-1.433222
-.8888682
-.3201016
-.1662111
1.087491
1.437117
.395938
.2375473
.0855331
.642234
-.2660601
-.2647827
-1.451292
