civic_f
1.915882
1.369278
.7044774
1.621508
-.1394292
1.633018
2.723704
1.737676
.2417243
.9327729
.4607091
2.268274
.1810032
.0294478
-.4383133
-.4758857
-.8164869
-.2329418
1.036662
1.263772
-.1711288
.9700569
-.53155
-.3101382
-.4574956
-.9527789
-.0468707
-1.132609
-.0632363
.4792027
1.294628
.8708555
.0626838
-.3917989
.3377486
.4384916
-.4018224
-.5691236
-.8270692
-.7396348
-.5402315
-.2475668
.1857009
-.9385003
-.4992615
-.762229
-.5387774
-.2611037
-.7322218
-.9435988
-1.101122
-1.106176
-1.942327
-1.154803
-.7548811
-.9102568
-1.627908
