respect
1.371759
2.035651
-.404778
-.4289097
1.30982
-1.819751
.8162844
-.4787641
-1.584361
-2.427834
-1.218266
-2.957596
.2267366
-.7047292
-1.200991
-1.254056
.787654
-1.024581
-.0242129
.4841737
-.4789193
-.6001214
-1.159902
-.6185985
2.392623
-.1448915
-.9147382
.0275689
.3004271
1.089447
.9946429
-.9843726
.5179769
.8992218
.5060751
.5950925
.3211804
2.317691
-.1759823
1.541215
.5670462
1.494327
1.451387
.6977291
-.859658
1.438975
-.4379818
.8538918
1.289445
.1347096
.636118
.9964452
.165751
1.899676
2.892349
1.876184
-.4852782
