summer_leisure_f
-.8247198
-.4694892
.2572556
.1296445
1.288958
1.445208
.9586992
-.0048361
-.412585
-1.057796
-1.431782
-.7151763
-1.218022
-.9782604
.283089
.1585468
1.38965
1.747947
.5689924
-.243782
-.7722775
-.9021699
-1.056294
-.5528956
-1.248133
-1.123407
-.2235162
.0336257
1.165921
1.931794
1.559448
.644848
-.3020323
-.6223114
-1.045506
-.8377216
-1.02414
-.9252492
.3252135
.1424952
1.539827
1.74444
1.27532
.195365
-.6318819
-1.104247
-1.219721
-.756888
-.95076
-.6345096
.2632227
.4147649
1.836802
1.810185
1.012875
-.0265276
-.8074971
