personal_security_f
-.01442
-.0922533
-1.02212
.0968871
.9707356
-.9489494
.2328349
-1.317373
.1580563
-.898128
1.4165
.5355049
-.9318156
-1.843186
1.055057
-.3696753
-.6931235
.011064
2.070742
-1.01022
-.9281393
-.8678037
.8805847
3.542856
2.472965
1.325105
1.07384
.4619251
.1638813
-.6119118
.248668
-.5048096
-.7097986
-.9577025
-.0816389
.6030949
-.2688069
.4729968
-.0285553
-1.028241
-1.892536
-.0427909
.2140353
-.3336285
-1.019694
.0428868
.6793709
.4419118
.488952
.5905739
.0048923
-1.172622
-.4195308
.2561764
.6903471
-.6092285
-.5837431
