learn
-2.830845
-1.109985
-1.831607
.498267
-.5536896
-.4968244
-.8937786
-1.532929
.5756169
-.4237007
-.0575892
-.9233546
-.9895972
.5846938
.0098815
.7483149
.0395392
-.8274587
-.0090215
.7486358
1.07633
1.271845
-.0678147
-.663343
-.2774464
.0875316
1.136604
1.035008
.8356616
.25607
-.0693093
-.1875619
1.784671
1.5997
1.889819
.0190217
.1400214
-.282394
-.2055878
.6645091
1.213866
.4900176
.2563512
1.511922
1.936572
2.227852
2.454201
.9954779
.8278028
1.048201
.4894063
.906614
1.742679
.5874017
.1914549
.1952825
.3969944
