personal_security_f
-.2361925
-.7879096
.3092781
-1.0885
-.8428782
-.9075428
-.1641562
-1.291209
-.9858131
.0608824
.1769187
.5085479
.2091817
-.1976505
-.5434465
-.2240095
-.8872783
-.1234538
.0881577
-.8692306
-.9801911
-.8449042
1.436311
4.929823
3.005576
1.929353
-.2103536
.2288057
.2016861
-.3540829
.4512165
.2867167
-.2565555
-.7709258
-.3320206
.5993229
.3260025
-.1091181
.229463
.2751724
-.241927
.411353
-.1873037
-1.076462
.2670918
.2072414
.0323933
.6171456
-.4575967
-.5553058
-.3768292
-.7343078
.4298758
.3043849
.3412721
-1.147589
-.0784299
