healthy_habits_f
1.145031
-.6137732
-.7436834
-.3263843
-1.365726
.5402767
.0832269
-1.220384
-1.834802
-1.144291
-.8681734
-.8110614
1.156415
.4395693
1.2037
.7693579
.1732787
1.264021
1.479318
-.2265342
-.9145811
-1.248373
-1.253313
-1.740736
1.294445
.8807749
.4737488
.450236
.6956576
.930313
1.236446
-.3541659
-1.146375
-1.098573
-.7294351
-1.12301
1.707109
1.052082
1.590157
-.0197645
.1320711
.6118841
.7986694
-.0329918
-.9584991
-.939212
-1.149291
-1.122532
1.471035
.5352855
.4554801
-.5090814
-.0017495
.8801365
1.450827
-.1844844
-1.219572
