worry
.7651879
.3532242
.4111164
-.1696004
-.7225937
.1007939
.5210335
1.300853
.9015409
2.020512
1.411453
.9775938
.4434501
-.1817174
-1.130949
-.9892459
-1.064089
-.2084014
.1204616
.2216949
.4725891
1.550897
2.236923
1.661484
.2101063
.2086867
-.6267856
-1.02565
-.7735113
-.5035965
-.3770407
.9027174
1.189882
.5112733
.4886794
1.106188
1.495297
.7351286
-.5084834
-.33424
.2385763
-.5613742
.0088236
.1088003
1.191178
-.2431104
.0290697
.2310778
-.0643674
-.2333098
-.6568006
-.6202442
-.8109244
-.6071385
.1298456
.5115952
.7554397
