fin_security_f
1.147519
-.6676066
-.6291898
.5263566
.3363579
.2162179
2.202306
1.717517
-.6684875
.0269003
.6618987
.5443309
.0139205
-.5246086
-1.645431
-1.017444
-1.145689
.0852924
.0830952
-.3651196
-1.322645
-1.357895
-.686488
-.3483323
-.086967
-.6963716
-1.319179
-.8106532
-1.212309
.4755327
1.005006
.645252
-1.33882
-.6934162
-.2037191
.7340842
.6786596
-.4243794
-.0521926
-.7950428
-.2223124
.4167009
2.17788
1.38854
-1.431002
-.5940965
-.0569416
1.512529
.9708778
.0295608
-.8018223
-.351377
-.355451
1.583459
2.18652
1.608076
-1.149401
