big_picture_f
.2321357
.7775033
.095116
.4837599
-.3482668
-1.338928
-1.719287
.5939092
1.659781
.9644564
1.187945
.6014271
.3936669
.8178439
.1267817
.0695433
-.5707394
-1.810323
-1.752661
.5497601
1.20876
1.091682
.6531475
-.1290034
-.4046731
.6040682
-.4292485
.2651779
-.9135116
-1.83921
-1.783862
.225128
1.289438
.4858484
.6013308
.4927558
.1281589
.2492668
-.1536522
.3682885
-.4876556
-2.053104
-1.895275
-.0579619
1.193695
.6557973
.5257306
.3869753
.1491833
.482071
.0645536
.8383718
-.4251097
-1.95188
-2.107347
-.0155034
1.674145
