home_finance_f
-.1608093
-.622322
-.8507194
-.9000674
-.9528089
.1526004
-.0436891
3.103245
1.258727
.2568976
-.2049414
.632415
1.946649
.1125784
.5967064
.4975385
.3339301
2.165743
1.725718
.7166902
-.2118278
-.1063335
-.3776308
-.6977727
.2148866
.162803
.5700887
.1757281
.14184
1.408368
1.378708
.3284077
-.8924869
-1.73551
-1.313487
-.8398839
-.2667947
-1.328645
-.5188246
-.5344436
-.5091495
.4214544
.4917251
.5142246
-1.003743
-1.771201
-1.823087
-.8865916
-.0940095
-.0186853
-.2868715
-.7074924
.1374616
.7600323
1.260245
-.085233
-1.720351
