health_conditions_f
.1343912
1.081002
2.151837
1.501099
.2182379
-.1889183
.0521102
-.6607531
.7751186
1.067368
1.532414
1.080836
-.487055
1.554869
1.377754
.4454467
-.3086856
-.6790845
-.9904169
-1.222286
-.0832585
.3967477
1.153659
-.8795677
-1.786595
-.5657242
-.082162
.5839323
-1.011534
-.5013355
-.5152583
-.9831269
-1.534776
.6628619
1.327633
-.5135068
-1.462563
.5882905
.3866933
.6339446
-.3755985
-.1987281
-.274913
-.7691422
-.7618237
1.619077
1.720625
.1293941
-1.097089
.1673502
.5459346
.8510228
-.3551067
-.8620827
-1.004306
-2.174623
-1.409629
