learn
-1.126956
.4241277
.4040006
.5114794
-.6927692
-.9235482
-.3993407
-.9338628
.1357497
-.4195033
.3761863
.0056894
.5004403
1.467862
1.471789
.9268622
1.062772
-.2326728
-.1173306
.8146585
.665867
.5266539
-1.109712
-.7250006
-1.410602
.5708035
.9548791
.7461268
.8257107
-.370878
.2944386
.2858961
1.14171
2.304584
1.554173
-.0418045
-1.220736
.5992075
1.45273
1.925259
.4519471
-.2533052
-.4421364
.2181123
.1200556
.7529427
.680043
.4799227
-.3238796
.3391744
1.089948
1.681994
1.207158
-.4774181
-.6809667
.1694112
1.002057
