fin_security_f
1.403762
-.2805622
.2345867
.0283413
-.3528234
1.094232
1.153839
1.768769
-.7252564
-.0686817
-.5269526
.1643414
.2256952
-.6825437
-1.199101
-.6961448
-.9520795
.9486399
.6308898
.5155608
-1.337788
-1.746377
-.9159188
-.6803764
-.4173114
-.8740067
-.9497127
-1.012856
-.4450106
.8354865
1.361341
.9976711
.040958
-.0522654
.3038342
.9662811
.2357748
-.2009785
-.652063
-.8173098
-.8584003
.2203294
1.585139
1.067161
-1.575746
-1.282241
.0839791
1.343621
.6353289
-.6412953
-.1270369
.4242778
-1.604214
1.920426
2.365191
.9320612
-1.812466
