anger
-.9839628
-.6563754
.2941662
.3452723
.0119892
1.123171
.994679
2.553112
-1.128933
-.2350223
-.4135241
-.4307745
-.9077594
-.6667339
-.9709338
-.9359775
-.245075
-.0408401
.0211032
1.48514
-.011592
-.425174
.9852047
.1403448
-.3268727
-1.551307
-.7170758
-.858848
-.3334076
-.1498747
.1209423
1.1785
-.6516556
.1441048
-.6258982
.116928
-.5869342
-1.362778
-.4636519
-.5907681
-.3136902
-.1181803
.0113784
.7552649
.8537872
.5576872
.0690721
-.8400927
-.1062897
-.5021625
-1.013374
-.3419709
-.0955269
-.4441705
.1643448
.7402143
1.110802
