family_life_f
-1.743846
-2.162394
-1.629041
-1.653963
-1.668723
-1.598384
-1.249202
.8100673
-.3755628
-.0366314
.3257873
-.7815251
.4230891
-.6246899
-.7920836
-.8022559
.1943367
-.2317339
.3075889
2.809386
.8512602
.8815629
-.1329796
-1.046083
.7401127
-.2844366
.7742284
-.7673286
.1171154
-.5786272
.6523375
2.194435
1.647438
1.516335
1.386406
.658653
1.04693
.5521386
.2348753
-.0079053
-.2246381
-.8070647
-.3581021
1.18552
.2932447
.6535441
.8060232
-.404588
.1432128
.1314365
-.6724615
-.6031388
-.3720746
-.4024694
-.5250775
.5708287
.6291178
