healthy_habits_f
.460283
1.501764
.2240737
1.203956
.4850164
-.814247
2.142755
1.080444
-2.585692
-1.528735
-.286404
-.5812711
1.221624
-.3804314
-.3235822
.4560902
.5155456
.5597677
1.364692
1.451567
-.7631302
-1.693064
-1.41141
-1.95913
.8121001
.8292944
-.1861272
.6018299
1.340006
.6444946
.2188237
-.1595936
-.3632362
-1.692985
-.4380208
-.6820871
-.0499646
-.1616339
.1727647
.2130264
-1.189753
.3121147
.5929022
-.7267575
-1.390288
-.1087188
-1.083974
-.5535277
1.243566
.3394061
.2889316
.0745363
.0294245
1.670607
.4739445
-.0787964
-1.332791
