stress
-.9039654
-.7862382
2.0289
2.546179
-1.570417
-2.169399
-.5349986
.6519583
.3215913
2.626859
.2976311
.422274
-.2464414
1.829111
-.5037184
2.004936
-.0716936
-2.541354
-2.163622
-.0185664
1.052544
3.978446
1.080519
-.6971402
-.1636795
.0415085
.500455
.2581868
-.2471614
-1.886774
-.0074402
-.4024051
.7516029
1.036878
1.657367
.520431
-.5746568
1.032303
.0588857
.9992791
-.2126716
-2.077452
-.7125338
-.0512674
.8880042
1.950626
1.188484
.4446456
.1635621
.3636496
.9339071
1.182343
.1004286
.2042098
-.456335
.3992324
.8729925
