laugh
-2.51281
-.2594812
-.738135
-1.247802
-.3978676
-.5400671
-.7756081
-.9059027
-.0974056
.0543589
.1228112
-.098529
-.1920648
.0596211
1.706941
1.824665
.9499398
.8540472
1.155174
1.459295
-.4368477
.3466648
-.319744
-1.268602
-.6933702
.4882652
.7592232
1.049581
-.2979811
.3295109
-.4266698
.9755979
-.2371989
1.178174
.6974918
-1.005395
-1.707743
-.8250701
.5198203
-.439368
-.8952986
-.2044386
-.3919119
.5816986
-.0200664
1.127212
-.340126
-.5362549
.3838694
.8945054
.1075951
1.09719
-.0987082
-.3255079
.4643784
1.129683
.1986615
