healthy_habits_f
1.61348
.2678581
-.1427862
-.4804553
-.3962847
.5306385
.486363
-.4667717
-1.089684
-1.587823
-1.190109
-.6187411
.9952158
.2835265
.7196065
.3794812
.3987828
.5460069
.8589522
-.0410894
-.9206654
-1.256497
-1.10506
-1.151979
1.035908
.7573054
.859795
.5326355
.45418
.9255034
.7146745
-.2620775
-.8547415
-1.13095
-.5437697
-.6433297
1.351777
.6068824
.8977032
.2922479
-.1647887
.6069123
.7347016
-.4202146
-1.071393
-1.291493
-.898494
-.6123716
1.114377
.1276688
.4330657
.1146256
-.0864251
.7094874
.6273907
-.1876792
-1.36108
