big_picture_f
.8433742
.4604181
.5464581
.4419018
.1142264
-1.069713
-1.525899
-1.295579
.7537555
1.17138
1.091227
.9273421
.2846807
.5819795
.1832526
.4584109
-.261953
-1.162664
-2.053301
-1.478126
.7360486
.8941988
.6119705
-.0357781
-.3413933
-.0497859
.0840212
-.5818127
-.3959513
-1.145308
-1.843248
-1.336859
.8864545
1.029909
.803941
.8733622
.0932802
.6339058
.1752245
.4375823
-.0117839
-1.120802
-1.816107
-1.475696
1.306361
1.174508
.9937347
.7962484
.3854375
1.039634
.7354393
.7425344
.0695356
-1.040384
-1.942816
-1.850511
1.473733
