summer_leisure_f
-.7196267
-.6072296
-.0625233
.5931959
1.072574
1.657988
2.334316
1.252366
-.1552934
-.7356462
-.9256068
-.4467092
-.963313
-.9297675
-.2101153
.4584978
.6988739
1.520825
1.715119
1.08465
-.2086612
-.7699667
-.7833351
-.7487246
-1.078034
-1.13975
-.7117363
-.6587449
.2785552
1.230323
1.182412
1.198097
-.5265715
-.9795154
-1.228532
-.7290685
-1.044555
-1.011607
-.6016571
.0770029
.4142908
1.284875
1.378648
1.181974
-.6175917
-1.237467
-1.077547
-.8096616
-1.070326
-1.110518
-.7854819
-.1298966
.7954617
1.014014
1.477221
1.387656
-.4741563
