family_life_f
-.9545198
-1.33252
-1.002085
-1.531219
-1.466656
-1.337938
-1.12404
.1806339
.46217
.8187476
.2279343
-.2203122
.4638311
-.1956925
-.4786629
-.6827936
-.6728354
-.6876283
.2996252
2.154704
1.186956
1.183184
.141848
-.4665455
.365946
.1620784
.5007957
-.608964
-.0878261
-.1113087
-.0281827
1.241144
1.424318
1.605149
1.237692
-.0292662
.6482133
-.077573
.1907693
-.5658668
-.6326496
-.5420921
-.3205889
.88438
.4655093
.573907
.4314038
-.4402117
.3108559
-.0714535
-.3782812
-.8706815
-.6371854
-.9551192
-.3536656
.922934
.7796339
