laugh
-.8029764
-.8708441
-.4285708
-.3657845
-1.497807
-1.022265
-.2917485
-1.389443
-.1282406
-.4497366
-.6293969
-2.154433
-.3196936
.5158451
2.060086
1.11299
1.400291
.2555007
1.322387
2.17076
.5432557
.3009763
-1.597614
-1.43344
-.1642497
1.506178
.967469
1.684186
1.115383
1.571096
1.334229
.39396
-.0833266
.9440877
.5053929
-2.098784
-1.669339
-1.409621
-.5793687
-.6028245
1.205925
.1220908
1.466738
1.180889
-.0748492
.4833002
.3804105
-2.276616
-.5825537
.085652
-.1514965
.3277655
.5725117
.5639961
.2252071
.3128392
-1.276373
