fin_security_f
2.310386
-1.234278
-.5544716
-.8234683
.5250879
1.02987
1.847798
1.618544
-.9240045
.7969806
-.1610551
.4161302
-.8134969
-1.215946
-1.878656
-1.259732
-.9705133
-.3123815
-.2766647
-.1876094
-.7640007
-.818209
-.7386833
.2060073
-.3526861
-1.537099
-.9938489
-1.494327
.057458
1.556664
1.160949
.359091
-.7988984
.4054718
-.331844
1.017407
.6701096
.2050827
-.0970443
-.1489645
.0040081
.8680354
1.448485
.9189586
-1.275453
-1.236111
.1100965
.5070941
.3778088
-.4078485
-.3466781
-.002399
.0693174
1.03085
2.713239
.4741853
-.7487426
