civic_f
.5485184
.5857319
2.021997
.795318
.5139775
2.575171
3.551659
.8207909
.728847
.2736825
.8682804
.681357
-.3991188
.0833324
-1.246782
-.2884454
-.4276099
1.06316
.6252949
.0574059
.86371
.6332746
.4432928
-.5857407
-.7034856
-.6194705
.4761641
.7865248
.7459054
.2925827
.6869274
.5797274
-.2645618
-.7108377
.1873483
.5048757
-1.61782
-.3475528
-.6307699
-.9910231
-1.331498
-.7498156
.1047996
-.3447506
-.5267548
-1.895479
-.7695787
-.4143114
-1.105752
-1.133737
-1.080375
-1.174871
-1.013247
-1.141647
-.2082568
.3918222
-.7681865
