job_market_f
.41836
1.014789
1.242196
.8558652
-.579562
2.028116
1.856888
.2109984
-1.266117
-.6596455
-.0663404
-1.377081
.1020322
1.181506
-.8751543
.6177998
-.2417133
.439164
-1.312355
-.3418834
.1567506
.303198
-.8679088
-2.216105
-1.691248
-1.532772
.0111211
.1012537
-.5846998
-1.310495
-.6753785
.3225141
.6260367
1.289489
-.4938112
1.161143
-.1966935
.6176732
.4719522
1.41222
.3332255
.9436074
-.3546336
-1.248551
-.1471445
.2885001
-.0687522
-.3281672
-.7521989
.4443359
.1275227
2.836746
-.5359507
.7330814
-.0746683
-1.79534
-.5537162
