happiness
-1.418814
-1.327061
-.3873788
-1.038912
-.4530842
-.6120524
-.8694214
-.7925263
-1.066383
-1.761408
-.4527728
-1.600592
-1.065076
-1.248212
.1666544
-.0450805
.6089711
.5462194
1.513042
1.727001
.1032048
-.3278744
-1.298268
.4781853
.6407796
.6612439
1.101113
1.091235
1.510744
1.416742
.8819275
1.486268
.8910874
-.0006015
.0716851
-1.39788
-.5965661
-.9824259
.4895172
.4038786
.6460816
1.122353
.8903806
1.717235
.4717965
.4325477
.0029993
-.6013573
.1105996
.9774533
.5475939
.75556
.8154689
.3156771
.4383217
1.243281
-.0931032
