happiness
-.9394072
-.735246
-.1049719
-.4039587
.4497529
-.521876
.2305434
.0964955
.5504494
-1.34581
-.4307189
-.4951179
.4308381
.3281788
.9938407
.5947809
1.257128
1.004074
1.973084
2.042292
.528884
-.0968347
-1.080869
1.111174
1.437188
.3032518
1.59067
1.603417
1.687986
1.761806
.2060277
.0430577
-.1575854
-.5948987
-.5610421
-1.124442
-.3997471
-.0658252
-.1187507
-.1824822
-.3080696
-1.008778
-.8099357
.0894567
.0157828
-.6215935
-.6440691
-.5701889
-.35947
-.4536891
-.2691917
-.2530693
.5671703
-1.012915
.4003615
.7092763
.5035865
