sadness
1.833253
-.1314584
-.8791615
-1.153211
-.9450672
-.3001496
-.5353945
-.9110358
.4763261
1.573499
.2829687
.4989484
-.1357273
-1.253223
-1.171615
-1.052915
-1.490687
-2.173537
-1.896482
-2.073487
-.0670574
-.6149353
.8009267
1.267138
.8939425
-.3381579
-1.722288
-2.401449
-2.87982
-2.905348
-.6618221
-.3745774
.8694302
.8281584
.9258161
1.822437
1.163066
.8459832
.7607536
1.2188
1.205522
2.041941
1.566161
1.123929
1.23331
1.447526
1.706011
1.636733
1.2436
1.304863
.9274632
1.00697
-.0211496
1.001999
.5431634
.9091913
1.109924
