sadness
.8597965
-.0967168
-.9684482
.31483
1.872092
-.3285481
-.2141619
1.332333
1.17079
.7866468
.3462868
2.00281
.6899205
.4010271
.1872751
-.073926
-.710408
-.8254661
-.6578646
-1.300795
-.4329636
-.3519665
2.774689
3.06735
3.398669
1.503776
-.1476581
-1.173894
-.8753432
-.898578
-.0567436
-.2428475
-.4823596
-1.285508
-.4732399
1.071347
.4857812
-.5281848
-1.997181
-.3938738
-.8055371
-2.233479
-1.220789
.3089335
.6790187
-.7031683
1.053943
2.054736
1.038071
-.5434399
.8534691
-.6864021
-.3908096
-1.081507
-1.024524
1.628829
1.30391
