laugh
-1.430431
-1.788349
-.0096827
-.2453754
-.4842692
-.0596783
.2877721
-1.96206
.8700997
-.8418854
.1716725
-1.254397
-.6421503
-.9290127
1.232674
.7331468
-.2123328
-.6591612
1.074995
.8129465
.3242922
-.0430745
-2.6349
-1.81078
-1.092795
.1820178
-.2216765
.6142886
-.4923941
-.0071971
-.476983
-.4849996
.2268449
1.116154
.6917925
-1.433075
-1.717997
.1205206
.395199
.832559
-.2411791
.8838922
.0727566
2.329159
.3005224
.8980989
.0016983
-.5590411
.0215365
.6846591
.7051482
2.064472
1.313997
1.529228
1.106581
1.651695
.7644581
