learn
-1.320945
-.5164679
-.792307
.4872927
1.087389
-.8130009
-1.14883
-1.399907
.4722848
.070447
.4113705
-.0105104
.0675155
1.10207
1.208785
.8634411
.718312
.1483204
.1063674
1.355848
.6288637
.4509793
-2.031139
.1753903
-.2452632
1.204779
1.287741
1.485995
1.90322
.7249255
.4449213
.1765041
2.061061
1.772435
.7698495
-.2147727
-.4229341
-.4450925
.1602755
.5029498
.9540596
.5307875
-.3809086
.591202
.2918552
1.063092
.1146185
-.2147487
-.7733689
-.1193027
.5674525
.7067324
.5222701
-.1826582
.4963334
.6452443
.9391753
