healthy_habits_f
1.254436
-.3227973
-.5914512
.0629287
-.2879782
1.779883
.7934594
-.7334744
-1.373428
-1.230567
-1.619863
-1.304789
.351313
.1741295
.6269323
1.091833
.352491
.851038
.8822023
.6613837
-.99044
-.7868696
-.9276086
-.6547607
1.247531
.8745477
1.086592
.1208759
.912418
1.31321
.5993003
.0708273
-.9705222
-1.207079
-.9619005
-1.77259
.4766518
.3740872
1.840765
.2015471
.8583456
.5802843
1.324313
.1098877
-1.192011
-1.353398
-.9345321
-1.477125
-.6697343
-.5302199
.2514961
.5909492
.3276166
1.811925
.2462687
-.0431229
-2.165207
