anger
-.6139999
-.8729792
1.048936
1.781786
-1.449838
-1.066006
.7830926
.9026619
.3862157
.5557215
-.0358545
-.1838809
-.5543817
.0738667
-1.288357
.3852883
-.951102
-1.514949
-2.005568
-.0329829
-.14045
1.277409
.3288606
-.2756479
-.5225038
-.6546355
-.3262407
-1.243789
-.8880127
-.9201299
.2912425
.1568834
-.5890937
-.3555227
.010209
.3032772
-.2898638
.3767884
-1.086545
-.3939282
-.1838537
-1.065133
.1623691
.3131529
.5343806
.4903983
.4533537
.4764027
.2659498
-.1815494
.1730106
.0053444
-.5545644
.88354
.7178593
.7125002
.1208627
