respect
.848149
2.766303
2.208815
.7754841
.2776195
-1.211293
-1.86474
-.8485971
-1.639443
-1.956638
-.8855958
-.8043202
1.432398
.040637
1.416854
-.6686975
.592956
.1825454
.3040049
.2658977
.1033175
.6094598
-.7083665
-.4624337
1.374619
1.934207
1.397922
.3372279
1.386268
.7697586
1.174461
-.062442
-.2504026
-.2853925
.4440114
.3136057
-.6328857
1.305792
.0472243
.2436922
-.2337944
.3877469
.1141005
.102131
-.6041139
-.0457047
-.666068
.3057787
.6627212
.9599881
1.671118
.326275
.3833755
1.328649
-.906369
-.1182466
-1.39957
