learn
-1.927171
.4394511
.8366571
.0114172
1.628903
-.5132439
-.9062225
-.9939336
1.383446
-.2026476
.5842732
-.8507066
.0409957
1.114882
1.685082
1.595044
1.577121
.3660386
.488875
.9580835
1.33731
1.331838
.2907524
-.5477011
-.3454996
.7798787
1.60781
1.627401
2.4451
1.334226
.4577194
.5386927
.383288
.8160208
.5876229
-.77265
-.3617828
.2100911
.4095109
.2395549
-.2549777
-.5941235
-.8848062
-.0597681
.2680139
.587576
.0591024
-.0684306
-.3306598
-.2632711
-.1715472
-.0858612
.8602183
-1.35392
-.3753419
.1099877
1.112282
