worry
.1846088
.162873
.9282691
-.0453263
.2342736
-.9123973
-.1506104
.834478
.8483568
3.422914
.9550877
.9859002
.3917749
-.0195309
-.0190005
-.6511411
-.6214804
-.5598702
-.6609609
.1914912
1.344139
1.234527
2.324413
.8163158
.3502891
-1.227901
-.8815635
-.801208
-.4406379
-.8526223
.1003561
.9636812
.5245246
.5488966
.1469412
.9007734
.6278848
.7794439
.1732811
.1676191
.4727168
-.1318685
-.5251204
.45962
.8248859
1.066465
.1774987
-.0958001
.0588633
-.1419373
-1.156562
-.6521435
-.2697519
-1.126794
.6337556
.7294177
.4878933
